Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,label,review_length,word_count,textblob_polarity,vader_compound,hf_sentiment
400844,B0016PC4TS,A1BAJ6JXU8PSZH,LRK,0,0,2,1341792000,Save the Money and Get a Dog...or Some Big Cats...or a Snake,"I really wanted this to work...we have had major problems with various critters eating our garden this year...most of our plants have been stripped, nibbled to nubs, dug up, or eaten as seeds.  For certain there are some rabbits, some mice, some birds, chipmunks and lizards involved here to varying degrees.  This just flat didn't help. This was no more effective than sprinkling cayenne, spraying garlic or anything else we've tried.  It's a nice big bottled filled with stinky powder that doesn't do anything more than use up some money that could feed a nice snake for the garden, dog for the yard, or cat to attack visiting rodents.  I've tried way too many sprays and powders by now and am moving on to fences and hanging baskets.  For a minor problem this may be worth something to someone...though I'd go for cayenne over this for the neighborhood cats pooping in the yard. This won't save what the non-domestics want to nibble.",0,936,162,0.24345238095238095,-0.5849,0.002063117455691099
158679,B001189I3A,A1F14BB4PV053A,Elizabeth,4,4,5,1331596800,Wonderful Eye Cream,"I love this product.  It smells sooooooo good.  It goes on very easily and the texture is very smooth.  It absorbs into the skin quickly and my eye make-up stays on as usual.  What is even more interesting, is that my skin feels so smooth where I have applied this cream.  Unusually smooth.  I think it provides more than adequate hydration to my eye area and a little bit goes a long way.  I am very happy with this product and will purchase more when I run out.  I hope that they come up with a SPF formula to go along with this product.",1,539,104,0.39140625,0.9677,0.9996278285980225
350771,B001EPQQEO,A3K3JYARN27M4,Julie A. Morgan,0,0,5,1264377600,No Cal wonder,"I am very pleased with the taste and flexibility of Splenda.  The taste to me is no different than regular sugar, much healthier product.  I was very skeptical at first to try something new like this product.  This is my second shipment so far and I plan to purchase other varieties of Splenda.<br />I use every day in my coffee and cereal.  I've altered my fudge recipes and my family can tell no difference, since the taste is so good.  I highly recommend this product.",1,471,85,0.11844696969696968,0.8359,0.9994951486587524
70125,B007I7Z3Z0,A3JHC8O59WDHFZ,Silea,1,2,2,1333065600,real sugar AND fake sugar - the worst of both worlds,"Blackberry and pomegranate, green tea, and honey sounds like a lovely combination. Unfortunately, none of those flavors come through in this product.<br /><br />Despite a honey and sugar combination being the first ingredient, the artificial sweetener dominates the flavor of this drink. A berry-fruity-acidic flavor is the next most prominent, but if i'd tried this drink blind i don't think i ever would have guessed it was supposed to be blackberry and pomegranate. I couldn't catch the faintest whiff of green tea flavor or honey, no matter how hard i tried.<br /><br />When i made my first glass of this, i probably mixed it too strong. A single packet (two servings) is supposed to go in a 16.9 ounce bottle of water, but i just mixed mine into a glass. It took a fair bit of stirring to get it to dissolve.<br /><br />My first sip was of an overwhelmingly cloying mixture. It was like being punched in the mouth with fake sugar.<br /><br />I poured half the glass out, and refilled with water. Same experience, but more of a slap than a punch. I continued pouring some out and refilling with water, hoping that at some point it would taste less like fake sugar and more like any of the components advertized on the front. Unfortunately, as i diluted it more and more, the acidic generic fruit flavor faded out, while the artificial sweetener stayed strong. Never did green tea or honey visit my tongue.<br /><br />I suppose for a person totally habituated to artificial sweeteners, this product will taste entirely different. However, if you assume based on the fact that 'honey' is featured prominently on the front of the box that this product is naturally sweetened, you're in for a nasty surprise.",0,1708,294,0.008211233211233217,0.83,0.005376322660595179
320288,B003Z6W32E,A1RK93WQZKQ79X,Mike,1,2,4,1301270400,"Great product, but near expiration date","I really like these instant Starbucks decaf tubes.  They make a pretty good tasting cup of coffee, and are very easy.  My 4 star rating is simply because I received product from Amazon that had less than 3 months before the expiration date; I usually see 11-12 months when I buy it in the store.",1,295,55,0.16208333333333333,0.915,0.9961242079734802
146971,B005GRCWDU,A1KOE4AABUO2MG,"L'esprit de Henri P ""Science and Method""",11,11,5,1277164800,"Rich and flavorful - even from the ""wrong"" pot!","I found a brick of Lavazza Crema e Gusto at a local shop some months ago, and tried it in my stovetop espresso maker. For some reason I thought the grind was what I needed (it *does* have a picture of a stovetop machine on it!) but the grind is really very fine, more like what a professional-type machine needs.<br /><br />But this works even in my <a href=""http://www.amazon.com/gp/product/B0001DJT7G"">Bialetti Brikka 4-Cup Stovetop Percolator</a> stovetop machine, and generates a beautiful crema. The Brikka really wants a slightly coarser grind, so I have to be *very* careful to put in the coffee with a light touch, and not to pack it down even a tiny bit.<br /><br />The flavor, as others have written, is very rich without being too dark-roasted, with lovely chocolatey notes. Bitterness can come if I overfill the maker so that the coffee is packed too hard, which causes boiling and burning. So care must be taken when using a stovetop maker. But it's truly worth it, because it gives such delicious coffee.",1,1018,174,0.25220486111111107,0.9906,0.998634397983551
36046,B001ACMCNA,A3NCAR3D2L5ZLR,Carlos,0,0,4,1323475200,Good gluten free crust,"My SO and I love this crust.  When making it looks like it is not going to become dough like because so little liquid is used.  However just keep kneading and it will come together.  The first time  we made it, it did have a slight after taste but only two or three bites in the whole pizza.  So we used a recipe posted in the review about using 3/4 a cup of olive oil drizzled in slowly while kneading and the dough came out a almost the same as before but no after taste this time.",1,483,97,0.036979166666666674,0.419,0.04820116609334946
386445,B0032DA70K,A242PX175JPNA5,M. Goodman,1,2,1,1287619200,Absolutely disgusting.,"This coffee smells and tastes absolutely disgusting.  It smells like sugared rubbing alcohol.  It tastes like vomit.  I have never disliked a coffee flavor so much before, and I am at a complete loss when it comes to explaining how it got such favorable reviews.<br /><br />I bought the item elsewhere and  cannot comment on the seller.",0,336,57,-0.12,0.5212,0.0007827265653759241
285894,B00430C1BY,A19D3N662QS9WD,"Sara M. Miller ""Book Mom""",3,3,2,1298332800,Vanilla and Carmel are much too sweet...,"I'm surprised to be in the minority on this, but the Vanilla flavor of VIA is just too sweet.  It tastes like liquefied marshmallows.  I couldn't even finish the first cup, and I also gave one to a colleague with the suggestion to add a little extra water and maybe a little milk to dilute the shock of syrupy coffee, but she couldn't finish hers either.  I love a Vanilla Latte made at Starbucks, and am also a fan of the Vanilla brewed coffee, but I wouldn't purchase the VIA (at least the vanilla flavor) again, and I gave away the remaining 4 packs. I am still on the lookout for an excellent instant coffee, so if I try any more flavors, I'll update this review.<br /><br />Update:  Also sampled the Carmel flavor which unfortunately I also find overbearingly sweet.  What a bummer.",0,787,143,0.14423076923076922,0.9559,0.006489207036793232
207855,B000CQID2Y,A32X4LQ3K4YB2J,Regina L. Mcilwee,0,0,5,1221436800,Great tea...,This is the best red rooibos tea I have found!! Recommend it to all my friends...,1,81,16,0.5,0.8065,0.9998539686203003
468101,B003KFCY06,A15U9H8N3S0SYX,"E. McClintock ""setfreebYthebloodofJesus""",0,1,2,1314748800,Yuck,"I'm sticking with what used to be carnation, now nestles malt. this stuff tastes like powdered milk with a hint of soy.",0,119,22,0.0,0.3612,0.03714301437139511
497838,B000LKVD5U,A1DOBB5XZ1KMZ5,"A. M. L. Hentz ""AnneMarie""",0,0,5,1217030400,Fabulous!,"These chips are some of the best I've tasted. They are not filled with chemicals. You taste the tangy vinegar as well as the potato. Not greasy. Perfectly crispy. If you don't like salt and vinegar tanginess, don't even bother to try. These definitely have zip. I love them. My children and their friends love them. Even my 4 year old loves them!",1,346,63,0.4178571428571428,0.9684,0.999648928642273
293155,B002HNQV2Y,A2XKJ1KX6XUHYP,NYFB,0,0,5,1326326400,The Best...,"I am a fan of spices... No one has what Tabasco has. The healthiest out there. Only 30 mg of salt per spoon. Others not only cannot compete with Tabasco's taste but they have 200 plus mg of salt in each spoon. That is ridiculous amount of salt. Do not need to refrigerate the Tabasco bottle for one year at all so you can leave it outside at room temperature.  I have been using Tabasco for 40 years all over the world. I add <a href=""http://www.amazon.com/gp/product/B002HNS55A"">TABASCO brand Pepper Sauce - Original Red Gallon</a> to all my dishes since it is the spiciest of all. It is not thick like the Chipotle but it is very unique test when I am making dishes that have many different ingredients since it mixes well. I add <a href=""http://www.amazon.com/gp/product/B002HNZRKQ"">TABASCO brand Chipotle Pepper Sauce - Gallon</a> to the tortilla pizza that I make with cheese and herring since this is heavier and tastier but not as spicy as the original red or green. I add the green <a href=""http://www.amazon.com/gp/product/B002HNQV2Y"">TABASCO brand Green Jalapeno Pepper Sauce - Gallon</a> with anything that I make with eggs including the egg sandwich in between tortillas since this is the best with eggs. I love beans and lintels so after cooking those I add serrano chilli pepper deeped in Italian vinegar, extra virgin olive oil, eggplant and the Habanero <a href=""http://www.amazon.com/gp/product/B002HO0F1Q"">TABASCO brand Habanero Sauce - Gallon</a> and I can tell you that becomes real hot. I place the mix in between hot tortilla with avocados for consumption. Now that does not mean that I am limited with these food selections since many times I may mix all those Tabascos together. Regardless, I have never been disappointed since it is truly delicious, spicy, hot without all the garbage and additives that it is out there in other brands without the taste. I have a very healthy diet and I consume healthy food without additives. Thanks and Double bravo to Tabasco.",1,1988,328,0.16840587797619047,0.9853,0.9836373925209045
89087,B0007WKDUS,A2HA0BKTYBKGEM,Helen K. Lupien,1,1,5,1227484800,Wonderful  candy bars!,"These are a favorite candy treat but, for some reason, unavailable in local stores.  Delivery was in good time.",1,111,19,0.39999999999999997,0.7717,0.9990766048431396
483252,B0005ZX38Q,A3JVSFFM3HX272,Yohn,3,4,5,1151280000,YAY! Cheddar Ramen!,"After finding this oddity in my local grocery store, I was intrigued and purchased it completely on impulse. I was not disappointed at my findings and now purchase it on a regular basis.<br /><br />Very tasty.",1,209,36,0.11875,0.3724,0.9996492862701416
465553,B000TMYMS0,A15FO6ZJN7D1RG,jh,4,4,2,1231200000,not for serious chewers,My dog ripped this to pieces in a few hours.  He did enjoy it but I had hoped for a toy that would last longer.  My dog is a SERIOUS chewer so it may be fine for other dogs.,0,173,39,0.026388888888888896,0.631,0.2090601623058319
506586,B001MJWTJS,AJHZR4J6TTBXK,Keshia,0,0,5,1302652800,Lovely Tea,This tea kit is wonderful. It has wonderful tea that really does what it says. I love the heartburn tea. It helped when downing a ton of antacids did not.,1,154,30,0.675,0.9118,0.9998630285263062
203494,B000CQC04Q,A39EW9DLVX70B9,A. Rose,3,3,4,1236729600,Fresh ginger & mellow lemon,"This herbal tea is well balanced and pleasant.  It tastes to me like good real lemon, but not acidic.  The ginger seems just enough.  Bonus; you can use the bag twice and get a good cup of tea the second time.  Also, it's nice to steep this with black tea, and get a bit of caffeine if you choose, along with the ginger / lemon flavors.",1,336,66,0.3458333333333333,0.9536,0.9997196793556213
268215,B004H4LPCM,AANB5NLSUCEQA,Kelster,2,2,4,1334102400,Good!,It was fragrant. My house smelled like basmati rice for hours.The cooked grains don't have that fragrant smell though. This cooked really quickly - a lot quicker than expected.<br />I'm happy with my purchase.,1,209,34,0.5666666666666667,0.7351,0.998498797416687
452764,B003D4MYLS,A3GWW39PBK2C1J,Gregg Blair,0,0,4,1343174400,Great Tea,"Stash Peach Tea is the best peach tea that we've found. For some reason it is always hard to find in OKC, it sells out as soon as it appears on the local store shelves. We found the 100 count box on line and ordered it. The price was higher per bag than the 20 count boxes that we buy at the local stores, but the convenience of finding it was worth the additional money spent.",1,377,76,0.16547619047619047,0.5789,0.9972260594367981
470934,B001ELL60W,A3QWYO9FCN83JH,Emcc,1,1,5,1327708800,Fabulous (when using right waffle maker and consistency of batter),"I love the waffles from this mix; they have an absolute wonderful flavor and texture in my opinion.<br /><br />However, the results are VERY different depending on which waffle maker I use.  I have made these with an old, traditional square grid waffle iron, a light-weight circular ""Belgium"" waffle maker, and a light-weight flip ""Belgium"" waffle maker, and the results were completely ordinary.  It's only after I purchased a heavier-duty flip Belgium style maker did the waffles come out gloriously light, fluffy, with a slight crispy outside:  just perfect for me.<br /><br />The results are also dependent on exactly how thick the batter comes out which depends on the size of the eggs used and on how precisely the water is measured out.  I prefer the waffles when the batter is on the ""runny"" side.  When you fill the waffle maker, a runny batter spreads quite quickly and you actually don't use as much batter per waffle.  You can still see the black parts of the ""insides"" of the grids of the waffle maker poking through the batter when you go to close the maker.  The waffles then really expand as they cook and you get a very light, fluffy waffle with a crispy outside.  Yum!",1,1186,206,0.15916666666666668,0.9606,0.993857204914093
282446,B00292BM7W,A1414NR88FBLLK,Jesus Briones,0,0,5,1269820800,dislike at the beggining love them when he actually tasted them,"I got this and i also got the small dog Salmon Zukes, i have a little chihuahua, he immediately loved the salmon ones, but not this, he would put it on his mouth, walk outside the kitchen and drop it on the carpet, so i had them sitting there for about a week, then i thought of smashing one and letting him eat it from my hand, ever since that day he loves them, i guess the softer stuff in the middle is tastier or something,  they are the perfect size for him too.",1,467,94,0.21041666666666667,0.9451,0.32223695516586304
186582,B001L4JH5I,A16R2VLL9P28J5,"R. Hollatz ""holl7""",1,1,5,1320019200,Best Gluten free mix ever!,We love this mix!  We use the muffin recipe on back and make donuts with our electric donut maker~YUM. All the recipes on back are wonderful.,1,141,26,0.40625,0.8478,0.9998575448989868
184248,B004FWUWU2,AXPE1DPY8IP8A,Monesha Shukla,2,2,5,1296345600,amazing,"The best horseradish cheese I've ever tasted, I'm addicted. It's spicy and creamy. If you love horseradish this is a product you must try.",1,138,24,0.3666666666666667,0.8555,0.9995160102844238
527090,B002FJM9SU,A236SWR0PUAQDY,R Nichols,34,40,5,1299801600,Perfect formula for an organic family,"Love this formula. All of the nutrition, none of the ridiculous crap.<br />My son started to self-wean around 8 months, which was devastating for me since I know the wonderful benefits of human milk for human babies. I researched a TON--from goat's milk, to raw milk, to every formula under the sun. This was the best option I could find. The ease of not having to refrigerate it, combined with it being the closest to human milk as you can get--even down to tasting slightly sweet. Yes, I tasted it.<br />I love that they have a lactose-free option that isn't soy. Soy mimics estrogen and should not be fed to infant boys. Or girls, for that matter.<br />It does tend to be foamy when you shake it up, but we just scooped it off with a spoon--no biggie. Even if we didn't remove the foam, son didn't get gassy from it.<br />I know it says it's a Toddler Formula for 12 months and up, but that is because the company is a proponent of breastfeeding for the first year. I actually think it's admirable for them to do that. This company's obviously not like the mass-market big brands.",1,1083,198,0.11752136752136752,0.9332,0.9829326868057251
459361,B001EO5TGQ,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",2,2,4,1186617600,Good Basic Tea,"****<br />This is a good, albeit unexciting breakfast tea from Stash. It is made from blended black teas. I much prefer Stash's Organic Breakfast Tea and Stash's Irish Breakfast Tea because both of those have distinctive and pleasurable tastes. However, there is nothing wrong with Stash English Breakfast Tea and it is a good change from basic orange pekoe tea. It can be brewed nice and strong without getting bitter (by brewing it longer), a sign of a good quality tea. Recommended, especially if you enjoy a simple, basic tea.<br />****",1,540,91,0.18541666666666665,0.9791,0.9996515512466431
321711,B0053WMOKY,A25J4EN5W75IG2,Linda G,2,2,5,1336348800,this thing is huge!,"it appears expensive, but for $24, it's the biggest antler in terms of both girth and length than anything i could ever find at a pet foods or specialty store. well worth it to keep my big chewer occupied and happy! plus it doesn't smell bad like some of the other antlers, and this one is cut just enough to give them a little hint of the ""marrow"" but not cut so much that it gets destroyed too quickly.",1,404,79,0.03208333333333335,0.4314,0.8945479393005371
132267,B000CQIDHE,A3BD8N4C39Y2D5,kdowd,0,0,5,1347062400,A great tea!,This is similar to a herbal that I mix up myself from bulk teas.I now have enough to last all winter.<br />I brew it up then chill it. sometimes I add a little sweetener.,1,170,34,-0.046875,0.0,0.8696529269218445
334877,B000EDGB2E,A870IMXMIGAC6,"John Boxleiter ""John""",0,0,5,1288828800,LOVE THESE! Very crunchy and tasty. Great for toddlers.,"We just ordered the ""Very Berry"" and the ""Tropical Fruit"" arrived in the same box.<br /><br />Berry - Not crunchy at all. Almost tasted stale. Very broken up pieces.<br />Tropical - We loved! They were crunchy. This also had strawberries in it and they were crunchy. Also these fruit pieces were a nice size, didn't get pulverized in shipping.",1,343,59,0.10916666666666665,0.5572,0.028734708204865456
433132,B000SATIE6,A12O2EWTKXSTAM,"DragonREG ""Roger""",1,1,5,1323907200,Quality Bargain,Very Good product. Made an excellent cup of tea. The picture doesn't do the bag Justice as it has a zip-lock feature. It will take some time to drink all of this one bag and I purchased 4 different varieties. The zip-lock bag would do well if I were were drinking from only one. I vacuum packed 3/4 of each and stored them in the freezer. The partial bags are in the fridge ready to use. I'm looking forward to drinking these fine organic teas for some time to come and save big $s as well.,1,490,96,0.26870370370370367,0.9652,0.33833616971969604
7674,B001E5DZTS,A38AAGX6FQCT7O,A. Miller,0,21,1,1285200000,Never Received Goat Milk,I was given a track number and told it was delivered to my POBOX.  It never happened.  I received a refund and am now in the process of wating for my new reorder.,0,162,33,0.13636363636363635,0.0772,0.0006214295863173902
60040,B000F013Q0,A2ZXP07N3TMCHY,C. Broadus,1,2,5,1208476800,This product is great,I love this product it makes great lemon pepper wings. My mother actually recommended it to me.,1,95,17,0.43333333333333335,0.8779,0.9998106360435486
48505,B006H34CUS,A14MNE2O3SZENE,AmandaM,0,0,4,1343433600,Yum!,"This is a great, yummy snack! It's healthy and easy to grab on the go AND still tastes great. I would recommend it to anyone, especially if you love Banana Nut Bread... it tastes just like the real thing.",1,204,39,0.4904761904761905,0.9798,0.9998600482940674
200282,B001SIY3EC,A2VVXM0WRVGQOL,B. Greeff,0,0,5,1266278400,Best jerky size/brand/flavor you can get,"I have personally been on a mission to find my favorite jerky for a few years now.  This is by far my favorite jerky - just a little spicy, great texture, perfect size for a snack, and pretty healthy besides sodium.",1,215,41,0.32625000000000004,0.9608,0.9998346567153931
342751,B000ET4SM8,A2BJD2DIXCTRW,"M. Clohessy ""Terrianne""",0,0,5,1278633600,First time Vanilla Bean user.,"This is my very first experience with vanilla beans. I recieved them one day after ordering. I knew they arrived as soon as the mail lady showed up at my door, I could smell them from two rooms away. I've since used them in baking and making ice cream, and I put the used beans in my sugar jar to make vanilla sugar. I'm going to use the 20% off coupon I recieved with my order to buy Tahitian Vanilla beans to make vanilla extract.<br />They're gorgeous. I'm hooked!",1,467,89,0.6,0.6476,0.9989223480224609
437863,B000VHFFO8,A283NI2Z7J77E2,"T. J. Moyer ""Ted""",1,1,5,1270944000,Great low fat and CRUNCHY SNACK,"This is a fabulous healthy snack. 120 cals, 1 fat, 3 fiber and 6 protein for 1/2 cup serving. 2 points per servicing on Weight Watchers. I like them because hot curbs my appetite and they are super crunchy. Some people dont like the crunch I eat them kinda like popcorn or potato chips as a healthy snack. Available in 4.4 oz bag or 5lb bag. Go with subscribe and save and save money!!! You will not find them cheaper any where other than Amazon.",1,446,85,0.3770833333333333,0.9802,0.9846685528755188
329017,B003VXHGE6,A286A0ZQ053275,Nikolas Britton,0,0,5,1329264000,One of my top favorites.,"One of my top favorites, it's infused with coconut and has a very unique flavor.  This coffee is best enjoyed without cream or sugar, and it will ether become one of your favorites or you'll never buy it again. Some of my other favorites are Vanilla Biscotti, Butter Toffee, Hawaiian Hazelnut, and Donut Shop.",1,309,54,0.4725,0.9493,0.9996101260185242
468594,B003LPZSI0,A1RMUKHUTO1DIK,Chip Green,2,3,1,1327968000,Hernia Inducing Cat Litter,"I used Fresh Step and Scoop Away cat litters for many years and was quick to tell any of my cat owner friends that they were the best ""bang for the buck"" litters. They clumped hard, making the chore of cleaning the cat box a relatively easy one. Sometime around 6 months ago, that all changed. Now, they form a sludge in the cat box that is nearly impossible to scrape out. The amount of effort necessary to clean the box could easily induce a muscle strain or hernia for those unfortunate enough to purchase one of these litters. Both products are made by the Clorox Pet products Co. Consider yourself warned!",0,610,112,0.15902777777777777,0.9151,0.006962928455322981
205853,B001EO67IK,A2I1Q2U6R01RN9,P. M. Doyno,0,0,5,1331078400,Perfect Breakfast Coffee!,"I happened upon Tierra at a TJMax and thought I'd give it a try.  Best decision I've made.  The  medium roast can only be described as ""mellow"". It has a rich, smooth, full-bodied flavor without a bite. A cup of this coffee is a great way to start the day. It is the closest coffee to Starbuck's discontinued ""Lite Note Blend"". I now keep a stash (3 pk) on hand to ensure I don't run out.",1,388,76,0.4124999999999999,0.9565,0.9985540509223938
59354,B000FBM3RC,A2PBMSX1ATJSBD,Rene,3,3,5,1185753600,Delicious!,"I had these cookies in Germany, but I had a hard time finding them in the US.  I was amused to discover I could order them from Amazon.  They seem to be most closely related to pecan sandies, but they're a little richer and a little moister.  I wish it were possible to order a single box instead of 12, but I already knew I liked them, so ordering 12 wasn't really a problem.  A bigger problem is trying not to eat them all immediately.",1,437,85,0.05619047619047619,0.9704,0.9772055745124817
311985,B000H7LXRK,A3GO30DMERDY8S,SP,0,0,5,1350950400,"good quality, expensive","Excellent quality, but very expensive product. If you can afford it, then go ahead. I have seen other products of the same quality with much better prices.",1,155,27,0.145,0.7351,0.9889631271362305
91177,B00188XJ9C,A1OYPPQA82DM5A,"Gary Cubler ""Goose""",0,0,5,1252713600,Iams,Quick & rapid delivery-might of made me feel less offended with shipping & handling charges.My cats really dig this food,1,120,20,0.12222222222222223,-0.1796,0.9228411912918091
522048,B001D1UW6M,ALQO2V51LZ2OS,Thomas W. Cotter,0,0,5,1332460800,delicious coffee,The order I recieved was quick and I have always have been a fan of pumpkin spice flavored coffee. This brand was delicious and worth the price.,1,144,27,0.5444444444444444,0.7845,0.999861478805542
329603,B002QWHJOU,AUZ1GYY6LT75Z,Hapsmom,0,0,5,1334793600,Greenies Dental Chews,My doggie loves Greenies she will not go to bed without her Greenie. They are digestible helps clean teeth. They are a bit expensive but they are a good product and I would and do recommend them.,1,195,37,0.18888888888888888,0.9022,0.999749481678009
93289,B007TGDXMU,A3K84Q334NBF2Q,PA Coffee Drinker,0,0,4,1347321600,SF Bay CoffeeOne Cup,"Really like the taste of the San Francisco breakfast blend.  It does tend to leave a ""thicker"" last swallow in the bottom of the cup,though.  Works for us, will continue to buy.",1,177,32,0.1,0.3804,0.5101478099822998
122184,B003YBH1WM,A2E9WTTZ0244XP,Penny Hoffman,0,0,5,1346976000,DELICIOUS,I first tried this product when a friend brought me a package of it.  It didn't take long for me to start looking for a source from which to purchase it!!  IT IS DELICIOUS!!!  The flavor is deep bodied and not too sweet - - very refreshing!,1,240,47,0.38906250000000003,0.8085,0.9998557567596436
500495,B003QNLUTI,A2VXGCDXSTL8X5,Julie R. Thomas,33,45,5,1188086400,THIS STUFF REALLY WORKS!,"I was a Red Bull drinker, coffee drinker and whatever else I could get my hands on to give me the energy I so desperately needed to get through some days.  Someone suggested i try this 5 hour energy and WOW! It really did work without the ""drop"" afterwards. I have noticed that when I take more than 3 a week I start to build up a resistance and they don't work quite as well.... but hey! That's what happens when you drink caffein too, right?",1,443,86,0.10595238095238095,0.5052,0.9391145706176758
70842,B000CQ4D3C,A1O626RCX1G3J0,E. Saltbush,0,0,2,1171238400,Not junk food,"Ok, I love mac&cheese in the blue box. This one is not at all like that. I'm thinking it is because it has less saltiness. Not cheesy enough for me but its handy for lunch.",0,172,35,0.2404761904761905,0.3909,0.9882076382637024
280696,B0043P1NUO,A278199C9EFV1N,user,0,0,5,1329177600,Puppy Is Crazy for Them,I just started training my Maltese puppy to be obedient. He is catching on with these treats because he will do ANYTHING to sink his tiny little teeth into these. Great treats to give now and then.,1,197,37,0.3225,0.6249,0.9972665309906006
373304,B001ELL4ZY,A2QW39KWLVPX9D,Sheri L. Hasty,0,0,5,1337817600,Best coffee ever,"If you like a good, robust coffee this is the one. It is so nice to finally find a coffee that is decaf and still tastes so good.",1,129,28,0.49999999999999994,0.9234,0.9998695850372314
465370,B005DVUY02,A17BUXSHOUOP4M,Alesia,0,0,5,1328313600,Tastiest thing on the planet,A couple of glasses of this a day and I've lost about 10 pounds in two months. It's pure fruit and veggies--100% food. I love it!,1,129,26,0.41964285714285715,0.4926,0.9993558526039124
232455,B0000CFN0Y,A86B996S9VHGL,megastore,0,1,5,1328140800,wilton colors,"Very happy, fast postage. Item exactly as described will definately shop here again. nothing left to say. thanks thanks thanks aaaaa+",1,133,21,0.2928571428571428,0.9134,0.9988201260566711
